text,label
I am so scared of losing everything I have,4
I feel completely worthless right now,0
saya sangat resah,4
saya sangat terkejut dengan kejutan indah ini,5
aku sangat terkejut melihat betapa banyak yang telah berubah,5
I feel so cheerful,1
I am so proud of myself,1
diriku sangat memerlukanmu,2
I am so scared something bad will happen,4
I feel so overwhelmed with sadness,0
aku sangat terperangah,5
I feel deeply utterly amazed,5
I this anxiety makes me feel completely powerless,4
I am so worried about finances,4
hatiku sangat geram,3
I am so scared I am not good enough for this,4
I am really enjoying today,1
I never expected this news,5
I am so grateful right now,1
diriku merasa tidak berguna,0
I feel so downhearted,0
aku sangat rindu tatapan matamu,2
I am shattered,0
aku sangat tidak kuasa menahan tangis,0
aku sangat menyayangi hidupku,1
aku merasa tiada guna,0
hatiku sudah habis sabar,3
my soul bleeds with sorrow,0
aku sangat senang hari ini,1
nobody understands my pain,0
aku nelangsa,0
aku sangat bahagia dengan keputusanku,1
I adore you endlessly,2
I am so annoyed with you,3
aku sangat senang bisa berbagi ini,1
I feel so content,1
gue sangat mencintai dirimu melebihi apapun,2
aku sangat takut masa depanku tidak cerah,4
gue tidak pernah bermimpi ini terjadi,5
I wish the pain would stop,0
aku hancur banget,0
gue sangat mencintai dirimu lebih dari hidupku sendiri,2
saya sangat tidak mau lagi menerima perlakuan seperti ini,3
I love being with you,2
I my rage is burning right now,3
I love your laughter,2
gue menerimamu seutuhnya,2
I am so happy I made it,1
I am so scared of being hurt again,4
aku sangat bangga,1
hatiku sangat menyayangimu tulus,2
aku bersedih lagi,0
I feel so forlorn,0
I am so angry,3
I feel so cared for,1
aku sangat tidak menduga ini bisa terjadi,5
I feel so full of gratitude,1
I feel so frightened,4
aku sangat mencintai dirimu dengan seluruh jiwaku,2
I am completely terrified,4
I am deeply anxious,4
saya kejutan ini sangat tidak terduga namun sangat bermakna,5
hidupku terasa sangat berat,0
my anger has peaked,3
aku tidak kuat lagi,0
saya sangat mencintai dirimu dengan seluruh jiwaku,2
I am so depressed,0
gue sangat membenci perilaku itu,3
diriku sangat ingin memelukmu,2
gue sangat merasa melakukan hal yang tepat,1
aku sangat khawatir,4
aku sangat ingin mendengar suaramu,2
gue sangat kesepian,0
I am so annoyed by her arrogant attitude,3
I am terrified I will never succeed,4
I never anticipated fate could be this beautiful,5
gue sangat menikmati ini,1
I am deeply incredibly annoyed,3
fear never leaves me,4
aku sangat capek dengan semua ini,3
I am completely broken,0
I miss those moments together,0
I do not know what to say I am so shocked,5
I am so thankful to have you,2
aku sangat sakit jiwa,0
aku sangat bahagia banget,1
aku tidak bisa menahan diri,3
gue merasa sendiri,0
ini sangat melebihi ekspektasiku,5
aku tidak bisa tidur karena sedih,0
aku sangat naik darah,3
saya sudah menyerah,0
aku sangat yakin cinta kita akan bertahan selamanya,2
aku sangat marah,3
diriku sangat terkejut dengan kejutan indah ini,5
diriku sangat murung,0
my spirit cannot heal,0
I am so inspired today,1
gue sangat bersyukur,1
I feel so apprehensive,4
saya sangat menikmati setiap detik,1
kamu adalah jawaban dari semua doaku,2
I will always protect you,2
gue sangat kurang percaya diri,4
I am scared to speak up,4
I feel so threatened right now,4
I feel a miracle happened,1
I love you just as you are,2
gue tidak bisa lepas dari rasa takut,4
I feel deeply astonished,5
I feel deeply completely outraged,3
diriku sangat terluka,0
aku sangat tidak yakin dan sangat cemas,4
you are my reason to smile,2
diriku merasa sendiri,0
saya sangat tidak terima diperlakukan semena mena seperti ini,3
diriku sangat lemah,0
aku sangat terkejut sampai jantung berdebar,5
diriku merasa kosong,0
saya sangat terancam,4
I am so startled,5
today I choose to be happy,1
gue sangat tidak menduga mimpi mimpi itu bisa jadi nyata,5
aku sangat tersayat hatinya,0
hatiku sangat riang,1
I feel so boiling with anger,3
hatiku sangat khawatir,4
I am so apprehensive,4
aku tergila gila padamu,2
I feel so infuriated,3
I love this morning,1
aku dapat hadiah,1
gue sangat takut kehilangan semua,4
gue sangat marah karena ditipu,3
diriku sangat terinspirasi,1
I got the prize,1
my soul dances with happiness,1
I strongly oppose this,3
hatiku sangat takut tidak bisa,4
aku sangat antusias,1
every day I fall more in love with you,2
gue sangat terkejut melihat betapa kuat dirinya ternyata,5
saya sangat excited,1
hatiku sangat bersyukur,1
aku ingin selalu dekat denganmu,2
aku hancur hati,0
aku sangat senang mendengar kabar baik ini,1
I am anxious because the future feels so uncertain,4
I will not pretend I am not hurting anymore,3
I do not know where to go,0
saya sangat suka ini,1
my soul is heavy with grief,0
hatiku hanya untukmu,2
hatiku sangat dihantui ketakutan,4
aku sedih sekali,0
saya sangat menentang ini,3
aku kecewa banget,0
I feel like my presence is unnecessary,0
aku sangat tidak menyangka dia bisa berubah,5
saya putus asa,0
hatiku hancur lebur,0
I love your eyes,2
I am deeply delighted,1
I am so scared I cannot meet expectations,4
you make my life so meaningful,2
I feel deeply nervous,4
I feel like a burden to everyone,0
hatiku tidak kuat lagi,0
aku sangat merasa dihina,3
gue tidak bisa berkata kata karena kaget,5
pagi ini sangat menyenangkan,1
astaga aku sangat tidak menduga ini,5
hatiku masih dalam keadaan kaget,5
my heart is racing with fear,4
sadness follows me everywhere,0
aku merasa senang,1
hatiku merasa gagal,0
aku sangat ingin kamu merasakan betapa dalamnya cintaku,2
gue sangat takut tidak mampu,4
I feel so meaningless,0
this uncertainty terrifies me deeply,4
hatiku sangat kaget mendengar kabar ini,5
aku sangat terkejut sampai lupa mau ngomong apa,5
diriku sangat bimbang dan takut,4
saya sangat ingin kamu tahu betapa aku memujamu,2
I am so disgusted,3
gue tidak sabar menunggu,1
hatiku merasa hampa,0
gue selalu ada untukmu,2
aku merasa sangat damai,1
fear controls my every thought,4
hatiku sangat layu,0
saya sangat dihantui ketakutan,4
I am so shocked by this kindness,5
wow aku sangat kaget,5
aku sangat mencintai pagi ini,1
aku sangat frustrasi dengan situasi ini,3
saya kecemasan ini sangat membuatku tidak bisa maju,4
aku sangat merasa diacuhkan,0
my jaw dropped,5
I feel so utterly useless now,0
hatiku sangat susah,0
saya sangat remuk,0
I am consumed by fear,4
aku emosinya sangat tidak bisa kutahan lagi,3
I feel so overwhelmed by rage,3
saya kejutan ini sangat tidak terduga namun sangat indah,5
saya sangat merasa tidak ada yang mau mendengarku,0
aku tidak sanggup lagi,0
I feel so despondent,0
saya tidak bisa lepas dari rasa takut,4
tanpanya aku sangat kesepian,0
aku merasa sendiri,0
gue sangat gemetar karena takut,4
kamu sangat berharga bagiku,2
I feel deeply deeply mourning,0
aku sangat menyukai ini,1
I am conflicted and afraid of making the wrong move,4
I feel overjoyed,1
I cannot stop crying no matter what,0
aku sangat bersyukur atas nikmat ini,1
I am so fearful,4
saya kecemasan ini sangat menguras energiku,4
aku sangat was was setiap kali melangkah,4
aku tidak mau lagi diperlakukan seperti ini,3
I never thought I would win,5
saya sangat ceria,1
this anxiety disturbs me greatly,4
diriku sangat marah,3
I am overwhelmed by anxiety,4
aku sangat mengagumimu,2
hatiku sangat bangga,1
I never thought you would come,5
I this surprise was unexpected but so meaningful,5
aku sangat merinding,4
aku sangat takut bahwa aku tidak akan pernah berhasil,4
aku sangat termotivasi setelah ini,1
aku sangat susah percaya,5
I am deeply confident,1
aku sangat marah karena selalu dianggap sepele,3
gue sangat mencintai dirimu sepenuh jiwa raga,2
aku sangat tidak bisa merasakan kegembiraan,0
aku sangat cemas memikirkan masa depan,4
my soul soars with joy,1
aku sangat meradang,3
hatiku sangat tidak adil,3
I feel deeply sorrowful,0
I am so proud of my achievement,1
surprise overtook me completely,5
I am so happy,1
I cannot find any happiness anywhere,0
aku sangat tidak menyangka situasi bisa berbalik,5
I feel so alone,0
saya sangat cemas dengan keselamatan,4
aku sangat tidak menduga takdir bisa seindah ini,5
saya sangat mencintai dirimu sampai ke lubuk hatiku,2
saya sangat tidak bisa merasakan kegembiraan,0
hatiku sangat tidak setuju,3
I love this simple happiness,1
I miss your smile so much,2
aku sangat bangga dengan perjalananku,1
I am so radiant with happiness,1
aku sangat menantikan hari ini,1
diriku sangat meradang,3
ini sangat mengejutkan aku,5
I am so glad I achieved this,1
your love gives me hope,2
aku sangat marah karena diperlakukan buruk,3
aku sangat memerlukanmu,2
saya sangat terpancing marah,3
I am scared I am not capable,4
I feel like all my struggles were worth it,1
diriku sangat merasakan firasat buruk,4
I am so overwhelmed with sadness,0
saya sangat tidak bisa tertawa walaupun ingin,0
aku sangat takut dengan apa yang akan terjadi,4
aku sangat takut tidak disukai,4
I am thrilled,1
hatiku sangat ketakutan,4
diriku sangat bersyukur,1
this sadness is suffocating me,0
aku sangat kesal padamu,3
aku sangat menikmati ini,1
gue sangat pucat karena takut,4
hatiku sangat beruntung,1
aku sangat bersemangat,1
I want you to feel how deep my love is,2
gue sangat lemah,0
I feel deeply in a state of pure bliss,1
aku sangat pucat karena takut,4
saya sangat bahagia,1
gue kecemasan ini sangat menguras energiku,4
aku merasa hari hariku suram,0
diriku putus asa,0
aku sangat merana,0
I am so happy I could make others happy,1
I feel so broken,0
I feel like a failure,0
aku sangat tidak menduga bisa berkembang sepesat ini,5
aku sangat merasa diinginkan,1
waktu bersamamu sangat berharga,2
I am deeply deeply anxious,4
saya sangat menghargai momen ini,1
I am so nervous,4
I feel so lucky to have gotten to know you,2
aku sangat cemas dengan hubunganku,4
I am overwhelmed by this surprise,5
I am deeply grieving,0
gue sangat cemas dengan keselamatan,4
aku sangat sedih hari ini,0
aku sangat tersiksa,0
I do not dare to try for fear of disappointment,4
gue sangat yakin pilihan hidupku adalah kamu,2
aku sangat tidak bisa percaya,5
aku sangat tersulut emosinya,3
aku sangat menyayangi anakku,2
I feel so burning with rage,3
I feel so burdened,0
gue sangat gugup berbicara,4
aku lulus,1
I feel deeply deeply grieving,0
I am extremely afraid,4
I am broken again,0
aku sangat muak,3
I am deeply grateful,1
I cannot feel any joy at all,0
diriku sangat kangen padamu,2
gue sangat tidak menduga takdir bisa seindah ini,5
hatiku hancur hati,0
you are my home,2
I feel so motivated,1
hatiku sangat cemas dengan kesehatan,4
life has never felt so good,1
aku sangat bersyukur masih hidup,1
hatiku diam terpaku karena terkejut,5
hidupku sangat menyenangkan,1
I feel deeply in total shock,5
aku sangat tidak terima perlakuan ini,3
I wish I could stop hurting,0
aku sangat cemas karena masa depan terasa sangat tidak pasti,4
hatiku nelangsa sekali,0
aku menangis karena dia,0
aku sangat berteriak kegirangan,1
saya sangat ingin bersamamu,2
ketidakpastian ini sangat membuatku takut,4
hatiku sangat marah karena ditipu,3
diriku mencintaimu,2
gue sangat tidak menyangka ini bisa terjadi dalam hidupku,5
I am so furious,3
saya sangat kaget mendengar kabar ini,5
saya sangat tidak setuju,3
this is incredibly surprising,5
gue sangat tidak terima dianggap tidak ada,3
gue sangat beruntung mengenalmu,2
hatiku sangat marah karena diremehkan,3
diriku sangat menyesal,0
I miss you so much,2
hatiku sangat tidak menduga bisa berhasil,5
aku sangat takut menghadapi tantangan ini,4
I am complete with your love,2
hatiku tidak pernah bermimpi ini terjadi,5
aku menderita,0
hatiku sangat gugup berbicara,4
aku sangat terpuruk,0
diriku jantungnya berdebar kencang,4
I will always be faithful to you,2
I am so absolutely thrilled,1
hatiku sangat terkejut melihatnya tiba tiba muncul,5
jiwaku hanya untukmu,2
I never thought I could achieve this,5
my heart is so content,1
kejutan ini sangat membuat aku speechless,5
I am scared of getting sick,4
saya sangat tidak terima pendapatku selalu diabaikan,3
I miss your voice so much,2
aku sangat terkejut sampai jantungku berdebar,5
I am deeply dumbfounded,5
aku sangat senang melihat kamu bahagia,1
saya sangat takut bahwa aku tidak akan pernah cukup baik,4
I am so sick of pretending everything is fine,3
I am deeply angry,3
gue sangat menyesal,0
hatiku sangat muak dengan semua ini,3
I feel so excited,1
I am deeply consumed by anger,3
I want to prove how much I love you,2
my heart is full of love for you,2
hatiku mencintaimu apa adanya,2
I feel deeply deeply frustrated,3
I cannot control my anger,3
you are my whole world,2
saya patah hati,0
I am so grateful all my efforts paid off,1
ini sangat mengagetkan aku,5
I am deeply deeply frustrated,3
aku tidak percaya ini terjadi,5
I feel unloved,0
I am so disappointed in you,3
gue sangat kaget sekaligus bahagia,5
I feel so deeply wounded,0
hatiku sangat merinding,4
I am scared of accidents,4
I am furious about this injustice,3
aku sangat terkejut dan sangat senang,5
aku sangat tidak menyangka dia bisa melakukan itu,5
ini sangat membuatku melongo,5
I am so crushed,0
my whole body is shaking,4
I always want to be close to you,2
my heart is so grateful,1
I am so scared,4
I always think of you,2
hatiku sangat lelah batin,0
kamu sangat berarti bagiku,2
I love creating things,1
I am so full of rage,3
I am so happy seeing you happy,1
diriku sangat sedih,0
aku sangat ingin membangun hidup bersamamu,2
aku sangat takut masa depan,4
I feel so sad,0
aku sangat layu,0
I feel so pointless,0
I feel in complete disbelief,5
saya sangat kecewa dengan kelakuanmu,3
my anger has exploded,3
aku sangat suka cuaca hari ini,1
aku sangat tidak menyangka,5
aku sangat yakin kamu adalah takdirku,2
I will not stay silent,3
I see no way forward,0
I feel deeply beyond surprised,5
saya sangat membenci perilaku itu,3
aku merasa diabaikan,0
I am so sick of swallowing all the hurt alone,3
hatiku sangat merana,0
saya sangat tersenyum lebar tak terbendung,1
ini benar benar mengejutkan aku,5
I feel deeply absolutely stunned,5
aku sangat marah dengan orang yang memanfaatkanku,3
I am deeply mourning,0
aku sangat merasa damai dan bahagia,1
gue sangat membeku karena takut,4
gue sangat lara,0
saya sangat takut gagal,4
my love for you is sincere,2
I am so terrified,4
saya sangat bersyukur kamu hadir dalam hidupku,2
saya sangat berterima kasih,1
hatiku sangat kangen padamu,2
I love you wholeheartedly,2
aku sangat diliputi amarah,3
I am so empty,0
aku sangat takut terluka lagi seperti dulu,4
gue sangat tidak terima diperlakukan semena mena seperti ini,3
aku sangat penuh kegembiraan,1
I adore you sincerely,2
saya sangat bersyukur doa doaku terjawab,1
hatiku tidak bisa berkata kata karena kaget,5
I am terrified I will never be good enough,4
aku sangat suka hari ini,1
aku masih belum bisa mempercayai ini,5
I am so scared of being betrayed again,4
I feel so insulted,3
I feel deeply depressed,0
I am powerless to stop grieving,0
gue sangat merayakan ini,1
gue sangat kecewa dengan kelakuanmu,3
I feel deeply furious,3
aku selalu mendoakanmu,2
I am so lucky to know you,2
aku tidak mau sabar lagi,3
aku jantungnya berdebar kencang,4
gue tidak bisa bahagia lagi,0
I am shouting with happiness,1
I love my child so much,2
I am so scared of getting hurt like before,4
I was so shocked I forgot what to say,5
aku merasa sangat sunyi,0
I feel deeply anxious,4
I care for you from the bottom of my heart,2
I feel deeply hopeless,0
I am so scared to take this step,4
gue sangat takut bahwa aku tidak akan pernah cukup baik,4
aku sudah habis sabar,3
I feel gripped by terror,4
bersamamu aku merasa sempurna,2
I love you more than anything,2
gue sangat khawatir,4
I have never loved anyone the way I love you,2
I am deeply haunted by fear,4
I am so proud,1
I am terrified I will always fail,4
I feel so powerless,0
I feel so excited,1
I am exhausted from crying,0
aku sangat merasakan firasat buruk,4
aku sangat beruntung,1
aku sangat gidik,4
gue sangat merasa beruntung,1
I am so lost,0
I feel so proud,1
kamu sangat membuatku marah,3
I am so frustrated with this situation,3
aku sangat ingin bersamamu,2
I am so proud of this achievement,1
I hate you right now,3
I feel so empty,0
aku sangat takut dihakimi,4
I am absolutely devastated,0
you make me so angry,3
gue sangat cinta padamu,2
hatiku sangat ingin memelukmu,2
saya sangat emosi,3
saya sangat takut ditolak,4
aku sangat takut untuk berubah,4
your leaving hurt me deeply,0
gue merasa sangat dimanfaatkan,3
saya sangat tidak menduga hasilnya begini,5
I never thought I would get the promotion,5
I have so much energy,1
hatiku sangat protes keras,3
I am scared my old wounds will reopen,4
I feel so blessed,1
I feel so furious,3
hatiku sangat menderita,0
gue sangat rapuh,0
saya sangat terkejut,5
aku merasa sangat sempurna hari ini,1
aku sangat tidak berani melangkah karena takut gagal,4
aku sangat takut kejadian buruk itu terulang,4
gue sangat riang,1
kamu membuat hidupku lebih bermakna,2
aku sangat merasa bersinar hari ini,1
aku menerimamu seutuhnya,2
aku sangat takut kehilangan keluargaku,4
aku sangat mengumpat,3
aku sangat jijik dengan sikapmu,3
gue sangat mengecam ini,3
diriku sangat memujamu,2
aku merasa sangat dijaga olehmu,2
aku tidak bisa menahan amarahku,3
aku sangat protes keras,3
I am deeply on edge,4
gue sudah menyerah,0
saya sangat tidak bahagia,0
this is an extraordinary surprise,5
hatiku merasa sangat dipermainkan,3
aku sangat tidak menduga bisa bangkit dari semua cobaan itu,5
I deeply admire your kindness,2
aku sangat menikmati hidupku,1
saya merasa sangat dimanfaatkan,3
I feel deeply overwhelmingly surprised,5
saya sangat tidak menduga bisa bertemu orang orang luar biasa ini,5
I am scared of being alone,4
I feel deeply deeply afraid,4
aku sangat patah hati,0
gue sangat menderita,0
diriku sangat gemetar karena takut,4
I feel so gloomy,0
aku sangat takut bahwa aku tidak akan pernah cukup baik,4
I am so consumed by anxiety,4
I am furious at this broken system,3
I am so cheerful,1
I am so worried and cannot think clearly,4
aku sangat tidak terima ketidakadilan ini,3
I feel so shocked,5
saya sangat khawatir,4
I really enjoy this time,1
I look forward to today,1
I feel deeply absolutely furious,3
hatiku menyayangimu,2
saya sangat gugup berbicara,4
hatiku sangat ragu dan cemas,4
I am so scared of disappointing my parents,4
aku sangat merindukan tatapan matamu,2
I feel deeply deeply sad,0
I am so on edge,4
diriku tidak semangat sama sekali,0
aku sangat sulit mempercayai ini,5
I feel so unsafe,4
I feel so worried,4
saya sangat tidak menduga bisa mendapat kesempatan ini,5
aku sangat marah karena tidak dihargai,3
I am so annoyed,3
aku sangat merasa sendiri menghadapi cobaan ini,0
I feel abandoned,0
I love this food,1
gue tidak bisa percaya ini,5
aku sangat kagum banget,5
aku sangat bersyukur kamu ada di hidupku,2
saya sangat terperangah,5
diriku sangat tidak menyangka bisa lulus,5
aku merasa sangat sendiri tanpamu,0
aku sangat merasa bersalah,0
I feel so utterly amazed,5
I really want to be with you again,2
I am so grateful to feel this happiness,1
this is so startling to me,5
saya sangat minder,4
hatiku sangat takut luka lama terbuka,4
I am so shocked by this news,5
hatiku sangat memerlukanmu,2
hatiku kehilangan segalanya,0
I never thought I would receive this,5
diriku merasa diabaikan,0
I am so scared of disappointing my partner,4
I love this trip,1
saya sangat terkejut melihat betapa banyak yang telah berubah,5
I am so anxious,4
aku sangat takut tidak bisa,4
I am so grateful you came into my life,2
gue sangat lemas karena takut,4
I am so sick of being patient with someone who never changes,3
diriku sangat takjub,5
I am so apprehensive,4
I am scared of being rejected,4
saya sangat merana,0
aku sangat merasa tidak dipahami,0
I feel paralyzed by fear,4
aku sangat rindu sekali,0
aku sangat minder,4
I cannot believe how happy today is,1
I cannot accept my opinions being constantly ignored,3
diriku sangat ketakutan,4
aku sangat takut tidak cukup baik untuk ini,4
I am so angry for being treated unfairly,3
aku sangat senang dengan hasilnya,1
I feel so free,1
I am so full of gratitude,1
I am deeply glowing with joy,1
I am in awe of you,2
I am deeply consumed by anxiety,4
this is so surprising to me,5
I care for you truly,2
gue emosinya sangat tidak bisa kutahan lagi,3
aku sangat senang karena semua rencana berjalan mulus,1
I am enjoying this journey,1
aku sangat tidak menduga dia bisa melakukan itu,5
hatiku jantungnya berdebar kencang,4
saya tidak pernah menduga ini bisa terjadi,5
aku menangis terus,0
I am so scared of speaking in public,4
diriku sangat riang,1
aku sangat terkejut banget,5
saya terus menangis,0
I am deeply fearful,4
I blame myself so much,0
my soul cannot heal,0
aku sangat terinspirasi,1
I am so irritated,3
I am so startled by this sudden news,5
aku merasa sangat bahagia,1
aku merasa tidak dicintai,0
I am so angry for never being understood,3
you are always in my heart,2
I am so nervous to speak in public,4
aku sangat merasa dicintai olehmu,2
diriku sangat mengecam ini,3
diriku sangat membenci sikap itu,3
aku merasa sangat dilindungi olehmu,2
hatiku sangat was was,4
hatiku sangat minder,4
my body feels refreshed,1
I never expected reality to be like this,5
aku sangat marah pada diri sendiri juga,3
I am shocked by this sad news,5
I feel deeply terrified,4
aku tidak tahu bagaimana melanjutkan hidup,0
I am deeply deeply wounded,0
you changed my life,2
saya sangat merasa keberadaanku tidak diperlukan,0
aku sangat marah banget,3
diriku tidak pernah bermimpi ini terjadi,5
I feel deeply burning with rage,3
aku sangat marah dengan situasi ini,3
I feel raging inside,3
I want to cry so bad,0
ini sangat tidak adil,3
aku merasa aman bersamamu,2
gue sangat tidak adil,3
hatiku sangat pucat karena takut,4
diriku sangat senang,1
aku sangat suka musik ini,1
I cannot hold back the tears anymore,0
my spirit is torn apart,0
I cannot wait for this,1
gue sangat frustrasi,3
saya sangat cemas dengan kesehatan,4
I feel so petrified,4
saya menyayangimu,2
I my anger cannot be contained anymore,3
I cannot forgive myself,0
aku sangat lelah dengan ini,3
aku sangat terkejut dengan berita ini,5
gue sangat melongo,5
jantungku berdebar kencang karena takut,4
aku sangat marah tapi tidak bisa berbuat apa apa,3
I feel deeply apprehensive,4
diriku amarahnya sudah memuncak,3
aku sangat terbakar amarah,3
I love this music so much,1
I feel so raging inside,3
aku sangat cemas dengan keselamatanku,4
gue sangat merasa diberkati luar biasa,1
aku sangat bersyukur hidup seindah ini,1
I am so fearful,4
aku sangat merasa positif hari ini,1
I am completely caught off guard,5
I was so hurt by those words,0
aku ingin menangis,0
gue sangat yakin kita ditakdirkan bersama,2
aku sangat tercengang,5
saya sangat terkejut melihat betapa jauh aku sudah melangkah,5
aku sangat takut pengalaman buruk itu terulang,4
diriku merasa tidak dicintai,0
aku sangat speechless,5
gue kecemasan ini sangat membuatku tidak berdaya,4
aku ketakutan ini sangat terasa menghimpit,4
I do not know how to go on,0
gue sangat ingin kamu merasakan betapa dalamnya cintaku,2
saya sangat takut tidak bisa,4
saya selalu ada untukmu,2
saya sangat senang karena berhasil melampaui ekspektasi,1
I am filled with remorse,0
I hate the way that was done,3
saya sudah sangat muak dengan orang yang tidak tahu diri,3
saya sangat susah,0
aku sangat takut dengan situasi ini,4
aku tidak tahu harus bagaimana,0
aku sangat merasa semua perjuanganku terbayar,1
I feel so deeply frustrated,3
I am so sick of all this nonsense,3
I am so angry about all of this,3
I am head over heels for you,2
aku sangat bersyukur hari ini,1
I love you with all my heart,2
hatiku merasa lengkap bersamamu,2
I have no hope,0
I am so crushed,0
diriku menerimamu seutuhnya,2
gue merasa sangat dipermainkan,3
gue sangat merasa beruntung bisa jatuh cinta padamu,2
my heart burns with anger,3
hatiku sangat excited,1
aku akan selalu ada untukmu,2
I let everyone down,0
saya sangat merasa hidup ini sangat layak disyukuri,1
my spirit is so light,1
aku merasa sangat dicintai olehmu,2
gue sangat ingin membuktikan betapa aku sayang kamu,2
gue sangat menantikan ini,1
I am so burning with rage,3
I feel so lonely,0
I am so scared of failing,4
I feel deeply infuriated,3
I feel so amazed,5
with you everything makes sense,2
I cannot move because of fear,4
I am so angry my love was taken advantage of,3
saya menerimamu seutuhnya,2
aku sangat terkejut sampai gemetar,5
I feel deeply frozen with fear,4
aku sangat takut mengecewakan semua orang,4
saya sangat merasa selalu salah dan tidak becus,0
I feel deeply wounded,0
aku sangat optimis,1
I had no idea this was coming,5
aku merasa sangat tentram,1
gue sangat merasa dicintai olehmu,2
I am deeply energized,1
saya sangat tidak berani bermimpi karena takut tidak tercapai,4
I have nothing left,0
I am deeply burning with rage,3
I am so completely outraged,3
saya merasa nyaman bersamamu,2
gue mencintaimu apa adanya,2
I never expected this change,5
cintaku padamu sangat dalam,2
aku menangis,0
I am so happy with the result,1
gue sangat tidak berani membuka hati karena takut terluka,4
hatiku sangat gentar,4
aku tidak ada harapan lagi,0
aku sangat tidak menyangka kamu datang kemari,5
I feel pure bliss,1
aku merasa tidak diinginkan,0
aku sangat marah karena selalu salah,3
I feel deeply grateful,1
I feel so motivated,1
hatiku sangat gembira,1
I feel deeply taken aback,5
I feel so good today,1
I love you so much,2
saya sangat memerlukanmu,2
saya sangat tidak bisa tenang karena firasat buruk terus menghantuiku,4
hatiku sangat mencintai caramu,2
I feel so regretful,0
I am so worried,4
my spirit is heavy with grief,0
gue sangat takut mengecewakan,4
gue sangat mencintai caramu,2
I am so done with this,3
I am deeply broken,0
I am so dumbfounded,5
aku sangat tidak terima diperlakukan semena mena seperti ini,3
aku pucat karena takut,4
aku sangat berduka atas kepergiannya,0
saya sangat mencintai dirimu sepenuh jiwa raga,2
diriku sangat marah karena diperlakukan buruk,3
diriku sangat ingin menegur,3
diriku sangat takut gagal,4
aku sudah tidak bisa mengontrol amarahku,3
rasa cemas ini sangat menghantuiku,4
saya tidak ada harapan lagi,0
this completely surprised me,5
diriku ini benar benar tidak terduga,5
I am so dumbfounded,5
I am enjoying this music so much,1
I love my life,1
I feel undeserving of happiness,0
diriku merasa sangat dilecehkan,3
I feel so absolutely furious,3
diriku sangat berduka,0
hatiku sangat panik,4
aku menyesal banget,0
I feel so incredibly annoyed,3
kamu adalah kebahagiaanku,2
aku terluka banget,0
hatiku sangat terkejut sampai tidak bisa bergerak,5
my soul is so grateful,1
I appreciate your presence in my life,2
aku sangat beruntung mengenalmu,2
aku tidak pernah menyangka ini,5
I feel so drained,0
diriku sangat tidak bahagia,0
you are worth every effort,2
hatiku sangat pilu,0
saya sangat takut,4
aku menangis karena kamu,0
gue sangat layu,0
I am so motivated,1
aku sangat takut dengan ujian ini,4
kamu membuatku sangat bahagia,2
I feel deeply angry,3
diriku sangat was was,4
diriku sangat kurang percaya diri,4
diriku sangat frustrasi,3
diriku tidak sabar menunggu,1
I feel so full of gratitude,1
I feel deeply consumed by anger,3
aku ditinggal pergi selamanya,0
I feel so consumed by anxiety,4
aku sangat takut sendirian,4
I cannot calm down because bad feelings keep haunting me,4
saya sangat ingin melihatmu,2
aku sangat down,0
I miss the way you look at me,2
I am deeply amazed,5
I am crying,0
this has crossed the line,3
I feel so depressed,0
ini melebihi semua harapanku,1
I cannot go on,0
saya sangat tidak menduga bisa menjadi versi terbaik diriku,5
saya sangat menolak ini,3
I am suffocating with grief,0
saya sangat jengkel,3
I am so infuriated,3
I am deeply absolutely devastated,0
aku sangat tidak bahagia,0
aku sangat takut kehilangan dia,4
saya sangat tidak menduga bisa berkembang sepesat ini,5
sejak mengenalmu aku bahagia,2
gue sangat bangga,1
aku ini benar benar tidak terduga,5
I cannot stop smiling,1
gue sangat senang karena semua berjalan sesuai harapan,1
aku sangat terasa rapuh,0
I feel so angry,3
gue sangat membutuhkanmu,2
gue sangat produktif,1
ini benar benar sangat di luar dugaanku,5
diriku ini benar benar mengejutkan,5
diriku sangat menyayangimu tulus,2
I am deeply paralyzed by fear,4
I love seeing my friends,1
aku sangat murka,3
aku sudah sangat muak berpura pura semuanya baik baik saja,3
gue sangat penuh sukacita,1
I am so angry at the person who betrayed me,3
I am completely shocked,5
aku sangat senang bisa mencapai ini,1
I regret so much,0
I love my work,1
I am deeply shocked,5
aku menangis lagi,0
diriku sangat ingin melihatmu,2
I never expected this,5
I absolutely cannot accept this,3
hari ini sangat menyenangkan,1
hatiku sangat membutuhkanmu,2
I am shocked and so joyful,5
I cannot sleep because the anxiety never stops,4
gue merasa lengkap bersamamu,2
hatiku sangat antusias,1
gue sangat senang karena mendapat kesempatan ini,1
aku sangat terasa hancur,0
aku tidak mau jauh darimu,2
you are a blessing in my life,2
aku sangat bangga padamu,1
aku sangat lelah hati,0
I am deeply radiant with happiness,1
I cannot find any joy,0
I feel so startled,5
I am so anxious and cannot calm down,4
I cannot think clearly because of the panic,4
saya sangat bersyukur memilikimu,2
aku sangat tidak sanggup menanggung kesedihan ini,0
saya merasa gagal,0
aku sangat merasa selalu salah dan tidak becus,0
I am so glowing with joy,1
aku sangat senang karena berhasil melampaui ekspektasi,1
hatiku sangat menyukai ini,1
I am so scared to face this challenge,4
saya sangat ingin membuktikan betapa aku sayang kamu,2
I never anticipated becoming the best version of myself,5
