text,label,language
I weep silently,0,en
aku sangat takut akan ancaman ini,4,id
kamu sangat tidak peduli perasaanku,3,id
kamu ramah banget,1,id
I am beyond repair,0,en
hatiku terus menangis,0,id
I never anticipated being able to overcome all these obstacles,5,en
gue sangat marah,3,id
aku sangat tidak menyangka berhasil meraih ini,5,id
kamu membuat aku bahagia,1,id
diriku sangat terpuruk,0,id
aku sangat ingin mendengar suaramu,2,id
I am so despondent,0,en
gue sudah sangat muak berpura pura semuanya baik baik saja,3,id
aku merasa hari hariku suram,0,id
this rage inside me is overwhelming,3,en
saya sangat meradang,3,id
diriku sangat cemas dengan kesehatan,4,id
hatiku menangis sendirian,0,id
saya selalu memikirkanmu,2,id
saya tidak pernah menyangka ini terjadi,5,id
I am so downhearted,0,en
diriku sangat bahagia bersamamu,2,id
you are my strength,2,en
I care for you forever,2,en
maaf sudah merepotkan,0,id
saya sangat protes keras,3,id
I wish I could take it back,0,en
ternyata kamu suka aku,1,id
aku sangat gugup presentasi,4,id
aku tidak mau diam saja,3,id
aku sangat terkejut sampai lupa mau ngomong apa,5,id
gue sangat bangga,1,id
saya sangat ingin kamu tahu betapa berartinya kamu,2,id
gue sangat mencintai dirimu sepenuh jiwa raga,2,id
aku merasa kosong,0,id
gue sangat dendam,3,id
your leaving broke me,0,en
aku merasa hidupku hancur,0,id
aku sangat ingin membahagiakanmu,2,id
you are my greatest blessing,2,en
terima kasih banget ya,1,id
I feel so blessed,1,en
saya sangat marah karena sudah terlalu banyak berkorban namun tidak dihargai,3,id
saya sangat merasa sudah tidak berguna,0,id
I feel so abandoned,0,en
I feel like I am doing exactly the right thing,1,en
kamu naksir aku,1,id
hatiku sangat bersemangat hari ini,1,id
hatiku putus asa,0,id
I love my life so much,1,en
I feel so elated,1,en
aku selalu ada untukmu,2,id
I cannot smile anymore,0,en
gue kejutan ini sangat mengubah cara pandangku,5,id
aku sangat bangga dengan diriku sendiri,1,id
saya sangat merayakan ini,1,id
sejak mengenalmu aku bahagia,2,id
aku sangat tidak menyangka bisa menang,5,id
gue sangat bersyukur,1,id
I carry so much guilt,0,en
I am so infuriated,3,en
aku merasa sangat bahagia,1,id
you changed my life,2,en
I feel so threatened,4,en
aku sangat khawatir segalanya akan semakin buruk,4,id
aku sangat speechless,5,id
my grief is overwhelming,0,en
saya merasa sangat bebas,1,id
I am so scared of disappointing my friends,4,en
I love you wholeheartedly,2,en
I am so relieved,1,en
I am afraid of the dark,4,en
how are you so thoughtful,1,en
saya menangis terus,0,id
aku sangat tidak menduga kamu bisa datang,5,id
hatiku sangat bahagia bersamamu,2,id
diriku sangat memikirkanmu,2,id
I am deeply broken,0,en
my life feels so dark,0,en
aku sangat cemas memikirkan semua kemungkinan buruk,4,id
aku merasa sangat disayangi olehmu,2,id
aku sangat lega berhasil melewati ini,1,id
your betrayal broke me,0,en
cintaku padamu sangat besar,2,id
diriku masih dalam keadaan kaget,5,id
I feel so incredibly annoyed,3,en
gue sangat heran,5,id
aku sangat bersyukur atas berkat ini,1,id
I feel so peaceful and happy,1,en
aku sangat tidak berani membuka hati karena takut terluka,4,id
aku sangat takut tidak mampu memenuhi harapan,4,id
I feel so creative today,1,en
gue sangat cinta padamu,2,id
I woke up so motivated,1,en
aku merasa tidak ada yang sayang,0,id
aku sangat tertawa senang,1,id
you always support me,1,en
aku sangat mencintai dirimu sepenuh hati,2,id
amarahku sudah tidak bisa dibendung lagi,3,id
I feel deeply horrified,4,en
aku sangat merasa diinjak harga diriku,3,id
hatiku sangat resah,4,id
I never thought I could come this far,5,en
hatiku sangat terkejut dengan kejutan indah ini,5,id
I feel so played,3,en
kamu sangat membuatku kesal,3,id
maaf aku tidak bisa menjaga kepercayaanmu,0,id
I feel overwhelmed by fear,4,en
hatiku tidak bisa berkata kata karena kaget,5,id
I cannot come to terms with this loss,0,en
aku sangat takut banget,4,id
gue sangat girang,1,id
I am frozen with fear,4,en
I appreciate your sacrifices,2,en
saya nelangsa sekali,0,id
gue sangat terkejut melihat betapa kuat dirinya ternyata,5,id
I feel deeply thrilled,1,en
saya sangat lara,0,id
I adore you deeply,2,en
aku sangat produktif,1,id
saya sangat bersemangat hari ini,1,id
gue sangat marah karena kepercayaanku dikhianati,3,id
aku sangat tidak semangat hidup,0,id
saya tidak bisa bahagia lagi,0,id
I feel so empty,0,en
aku sangat merasa dimanjakan oleh kehidupan,1,id
gue sangat memujamu,2,id
saya sangat senang bersamamu,2,id
aku sudah sangat lelah berdebat dengan ini,3,id
I am living my best life,1,en
aku sangat ingin melihatmu,2,id
you make me feel so special,2,en
aku sangat kecewa dengan sikapmu,3,id
kamu snagat baik hati,1,id
diriku sangat tersulut,3,id
gue sangat terkejut sampai tidak bisa bergerak,5,id
I am so scared about this interview,4,en
this is everything I hoped for,1,en
I feel deeply consumed by anxiety,4,en
I feel so lucky to have fallen in love with you,2,en
gue tidak bisa berkata kata karena kaget,5,id
ini lebih dari yang aku impikan,1,id
hatiku sangat ngeri,4,id
aku terus menangis,0,id
gue sangat terkejut dengan perubahan ini,5,id
I feel so grateful,1,en
your leaving left deep wounds,0,en
I am absolutely devastated,0,en
hatiku sangat sakit,0,id
ini sangat diluar ekspektasiku,5,id
aku sangat merindukan kenangan itu,0,id
I adore you wholeheartedly,2,en
kamu sangat berharga bagiku,2,id
gue sangat bangga bersamamu,2,id
aku sangat takut tidur,4,id
I have never felt so low,0,en
saya sangat berteriak kegirangan,1,id
I worship you,2,en
I care for you sincerely,2,en
badanku gemetar karena takut,4,id
hatiku sangat terperangah,5,id
hatiku sangat ingin memelukmu,2,id
I should have listened to you,0,en
kamu memang jahat,0,id
aku merasa sangat bersalah,0,id
maaf sudah bikin kamu kecewa,0,id
aku sangat bahagia dengan keputusanku,1,id
I am so happy you are in my life,1,en
dia teganya,0,id
I am terrified all my sacrifices will yield nothing,4,en
saya sangat takjub,5,id
kamu tidak berperasaan,0,id
kamu adalah kekuatanku,2,id
I have no patience left,3,en
saya kecemasan ini sangat menguras energiku,4,id
I am savoring this moment,1,en
I feel deeply wounded inside,0,en
gue sangat gentar,4,id
I am so happy for this opportunity,1,en
aku sangat berterimakasih memilikimu,2,id
aku gugup banget,4,id
can you forgive me,0,en
you broke my trust,0,en
makasih banget ya,1,id
sorry bikin kamu kecewa,0,id
I am so infuriated,3,en
maaf bikin kamu susah,0,id
with you I feel complete,2,en
my spirit is broken,0,en
saya sangat lemah,0,id
I feel like all my sacrifices bore fruit,1,en
aku sangat terpancing marah,3,id
I feel heartbroken,0,en
hatiku sangat puas,1,id
saya sangat ingin kamu merasakan betapa dalamnya cintaku,2,id
I am deeply paralyzed by fear,4,en
I am so scared of disappointing my partner,4,en
you are so infuriating,3,en
hatiku sangat susah,0,id
my heart weeps constantly,0,en
with you I feel safe,2,en
aku sangat kelelahan,0,id
maaf aku sudah berbohong,0,id
gue sangat menyayangimu tulus,2,id
ini sangat mengejutkan aku,5,id
aku amarahnya sudah memuncak,3,id
I am beyond angry,3,en
gue sangat merasa tidak ada yang mengerti perasaanku,0,id
kamu sangat dermawan,1,id
gue sangat marah karena diperlakukan buruk,3,id
aku tidak tahu harus bereaksi apa karena terlalu kaget,5,id
I feel so weak,0,en
wow aku sangat tidak menyangka ini,5,id
aku sangat termotivasi setelah ini,1,id
maaf aku sudah menyakitimu,0,id
this caught me totally off guard,5,en
saya merasa sangat diinjak harga dirinya,3,id
I am so grateful to experience this,1,en
I feel deeply crushed,0,en
I love you just as you are,2,en
hatiku menyayangimu,2,id
aku merasa hidup sangat berat,0,id
aku sangat senang karena mendapat kesempatan ini,1,id
diriku rela berkorban untukmu,2,id
aku tidak pernah bermimpi ini terjadi,5,id
I feel misunderstood,0,en
I am so inconsolable,0,en
I am so fearful,4,en
aku merasa ditinggal semua orang,0,id
darahku mendidih marah,3,id
kamu baik hati banget,1,id
my heart is so grateful,1,en
this left me stunned,5,en
aku sangat takut mengambil keputusan ini,4,id
aku menyesal sudah tidak menjagamu,0,id
I do not know what to say I am so shocked,5,en
aku sangat frustrasi,3,id
aku sangat tersiksa,0,id
aku sangat kesedihan,0,id
hatiku sangat gelisah,4,id
aku sangat resah,4,id
I am so proud to be with you,2,en
cintaku padamu sangat dalam,2,id
aku merasa sangat bersedih,0,id
saya sangat panic attack,4,id
aku sangat bangga memiliki kamu,2,id
aku berduka cita,0,id
gue sangat kesepian,0,id
saya sangat resah,4,id
I am so forlorn,0,en
rasa cemas ini sangat menghantuiku,4,id
aku sangat kagum dengan kamu,2,id
kamu meninggalkan aku,0,id
gue sangat senang karena semua berjalan sesuai harapan,1,id
saya sangat excited,1,id
aku sangat merasa diinginkan,1,id
diriku sangat ingin melihatmu,2,id
saya sangat tidak berdaya menahan duka,0,id
maaf aku bikin kamu nangis,0,id
saya sangat senang karena berhasil melampaui ekspektasi,1,id
gue sangat bersyukur memilikimu,2,id
gue sangat merasa tidak layak mendapatkan kebahagiaan,0,id
saya sangat tidak mau menerima kehilangan ini,0,id
kamu sangat perhatian,1,id
I am anxious because I do not know what will happen,4,en
I am so nervous about this presentation,4,en
diriku merasa hampa,0,id
diriku sangat marah karena dihina,3,id
ini sangat tidak terduga sama sekali,5,id
senang banget kamu ada rasa,1,id
I refuse to be patient,3,en
gue sangat suka tawamu,2,id
saya sangat ingin kamu tahu betapa aku memujamu,2,id
I feel so deeply wounded,0,en
saya sangat tidak berani mencoba karena takut kecewa,4,id
gue sangat merasa tidak pantas mendapatkan cinta,0,id
hatiku sangat ingin menegur,3,id
hatiku sangat beruntung,1,id
I am so tired of arguing about this,3,en
kamu suka aku kan,1,id
I want to always be with you,2,en
gue sangat tidak menduga bisa berkembang sepesat ini,5,id
ini kejutan yang sangat menggembirakan,5,id
I am absolutely thrilled,1,en
I feel my prayers were answered,1,en
I am so happy I made it,1,en
ini sangat membuatku tercengang,5,id
aku ingin kamu selalu sehat,2,id
your love heals me,2,en
you are great,1,en
hatiku sangat merasa dicintai olehmu,2,id
aku sangat terkejut dengan kabar ini,5,id
sorry sudah bikin kamu sedih,0,id
saya masih dalam keadaan kaget,5,id
aku sangat tidak mau lagi menerima perlakuan seperti ini,3,id
I am so overwhelmed with sadness,0,en
aku sangat tidak menduga bisa berkembang sepesat ini,5,id
I am so apprehensive,4,en
you are the answer to my prayers,2,en
I am so scared of losing you,4,en
aku sangat senang bisa bersama,1,id
aku merasa sangat dimanfaatkan,3,id
gue sangat diselimuti rasa takut,4,id
I feel complete with you,2,en
kamu mengecewakan aku,0,id
aku patah hati,0,id
diriku sangat excited,1,id
diriku sangat pilu,0,id
hatiku sangat kaget,5,id
I hold such deep resentment,3,en
saya sudah tidak tahan lagi,3,id
hatiku sangat takut luka lama terbuka,4,id
aku sangat tidak menyangka keadaan bisa berubah drastis,5,id
kamu adalah tempat aku pulang,2,id
I want you to know how much I adore you,2,en
maafkan aku ya,0,id
this is a delightful surprise,5,en
I am so happy with my life choices,1,en
I love you forever,2,en
aku sangat merasa positif hari ini,1,id
I am so shocked by this event,5,en
I am so raging inside,3,en
I am scared to sleep,4,en
diriku sangat muak,3,id
rasa khawatir ini sangat menguasaiku,4,id
saya sangat remuk,0,id
aku sangat merasa terancam,4,id
diriku amarahnya sudah memuncak,3,id
aku sangat takut dihakimi orang lain,4,id
I apologize for what I did,0,en
gue sangat takut tidak cukup baik,4,id
diriku sangat merindukanmu,2,id
aku sangat suka tawamu,2,id
aku sangat murung,0,id
saya merasa sangat dilecehkan,3,id
aku sangat tertawa terbahak,1,id
I feel bursting with happiness,1,en
pengkhianatanmu sangat menyakitiku,0,id
I feel so incredibly blessed,1,en
I am so angry I allowed this to happen,3,en
I feel so absolutely stunned,5,en
kamu selalu ada di hatiku,2,id
aku menangis setiap malam,0,id
I love today,1,en
I long for you,2,en
aku sangat meradang,3,id
aku sangat membentak,3,id
gue sangat takjub,5,id
aku masih belum bisa mempercayai ini,5,id
I am so frustrated by this unjust situation,3,en
ini sangat tidak adil,3,id
aku jantungnya berdebar kencang,4,id
kamu pergi begitu saja,0,id
aku hancur banget,0,id
I am so astonished,5,en
aku ingin berteriak karena marah,3,id
diriku nelangsa sekali,0,id
aku sangat sayang padamu,2,id
gue merasa sendiri,0,id
aku merasa sangat bersinar,1,id
aku sangat takut mengecewakan semua orang,4,id
diriku sangat geram,3,id
aku ingin menangis,0,id
I am deeply depressed,0,en
you betrayed me,0,en
aku sangat suka petualangan ini,1,id
kamu jahat ya,0,id
diriku merasa diabaikan,0,id
diriku sangat memujamu,2,id
I cannot accept being treated so carelessly,3,en
I am scared of not being enough,4,en
I feel so neglected,0,en
diriku sangat melongo,5,id
aku sangat senang bisa mencapai ini,1,id
aku sangat terasa rapuh,0,id
saya sangat tidak terima kontribusiku tidak pernah diapresiasi,3,id
I look forward to this,1,en
gue sangat susah percaya,5,id
I am sorry I lied to you,0,en
I am deeply inconsolable,0,en
gue sangat cemas dengan semua hal yang bisa berjalan salah,4,id
dasar jahat,0,id
gue sangat rindu padamu,2,id
she was so cruel to me,0,en
I need to cry right now,0,en
saya sangat senang karena melihat semua orang bahagia,1,id
hatiku sangat tercengang,5,id
saya tidak bisa lepas dari rasa takut,4,id
I feel so utterly useless now,0,en
aku sangat tidak mau lagi berpura pura tidak sakit hati,3,id
I feel so frozen with fear,4,en
diriku sangat menderita,0,id
aku sangat ingin kamu tahu betapa berartinya kamu,2,id
aku sangat takut untuk mencoba,4,id
I cannot accept this,3,en
diriku sangat menyukai ini,1,id
I am deeply on edge,4,en
hatiku sangat terluka,0,id
I feel so beyond surprised,5,en
aku sangat rindu suara kamu,2,id
gue sangat merasa semua perjuanganku terbayar,1,id
I am overjoyed,1,en
kamu tidak peduli sama sekali,0,id
amarahku sudah memuncak,3,id
I am scared of death,4,en
diriku sangat terkejut sampai jantung berdebar,5,id
diriku sangat susah percaya,5,id
diriku sangat kecewa dengan sikapmu,3,id
aku sangat tidak menyangka hasilnya sebaik ini,5,id
I cannot accept being treated as if I do not exist,3,en
you are my motivation,2,en
I feel deeply proud,1,en
I am so scared I am not good enough,4,en
I am so stunned,5,en
my heart aches so much,0,en
aku sangat terkejut sampai tidak bisa bereaksi,5,id
I am so scared about this test,4,en
saya sangat marah karena sudah berusaha keras namun tetap diremehkan,3,id
I want to cry so bad,0,en
saya sangat tidak terima diperlakukan semena mena seperti ini,3,id
oh my gosh I am so shocked,5,en
maaf sudah buat semuanya jadi rumit,0,id
aku dapat hadiah,1,id
astaga aku sangat terkejut,5,id
my legs feel weak with fear,4,en
kamu tidak menghormati perasaanku,0,id
hatiku sangat tidak bahagia,0,id
I feel totally speechless,5,en
sorry I could not be what you needed,0,en
I am so lonely,0,en
hatiku sangat menikmati ini,1,id
I am so sick of all this nonsense,3,en
aku merasa sangat sempurna hari ini,1,id
I am burning with rage,3,en
aku merana,0,id
I am so boiling with anger,3,en
aku sangat ketakutan,4,id
I miss your presence,2,en
I feel deeply completely terrified,4,en
aku sangat ingin selalu bersamamu selamanya,2,id
gue sangat marah karena diremehkan,3,id
I am so joyful today,1,en
aku sangat takut kehilangan semua,4,id
I am so confident,1,en
I am scared of rejection,4,en
I am so consumed by anger,3,en
I am so shocked receiving this news,5,en
this came out of nowhere,5,en
kamu sering berbohong,0,id
loving you is the best thing I did,2,en
I cannot sleep because the anxiety never stops,4,en
aku merasa sangat dilindungi olehmu,2,id
aku sangat tidak terima sikap ini,3,id
I am so angry I got disrespected,3,en
kamu sangat keterlaluan,3,id
gue sangat ngeri,4,id
aku sangat kangen padamu,2,id
kamu tega sekali,0,id
kamu sangat mengecewakan aku,0,id
aku sangat tidak sabar menikmati ini,1,id
hatiku sangat sendu,0,id
I am so sorrowful,0,en
hatiku sangat takjub,5,id
you abandoned me,0,en
kamu bisa,1,id
I am so delighted,1,en
aku sangat gembira,1,id
my anger is uncontrollable,3,en
hatiku sangat gembira,1,id
I am grieving,0,en
I am so angry for being treated unfairly,3,en
I love your eyes,2,en
hatiku sangat marah karena dihina,3,id
aku menyesal sudah berbuat seperti itu,0,id
saya sangat kecewa dengan sikapmu,3,id
aku sangat merasa dipermainkan,3,id
aku sangat cemas dengan keselamatanku,4,id
I cannot accept the loss of someone I love,0,en
hatiku merasa tidak berguna,0,id
hatiku sangat panik,4,id
aku sangat merasakan ketakutan yang tidak jelas,4,id
saya hancur hati,0,id
my soul sings with joy,1,en
aku sangat menyukai ketenangan ini,1,id
I am so worried about my family,4,en
kamu selalu mengecewakan aku,0,id
I feel in complete disbelief,5,en
kenapa harus aku yang disakiti,0,id
hatiku sangat tidak menyangka bisa lulus,5,id
I am deeply glowing with joy,1,en
I feel so thrilled,1,en
aku sangat cemas dengan semua hal yang bisa berjalan salah,4,id
gue sangat merasa melakukan hal yang tepat,1,id
I am in complete disbelief,5,en
aku sangat tidak menyangka bisa lulus,5,id
kamu membuatku terinspirasi,1,id
I am so thrilled,1,en
aku ditinggalkan,0,id
diriku sangat ceria,1,id
aku sangat merindukan kamu,2,id
I love my partner deeply,2,en
aku sangat tidak menduga bisa berhasil,5,id
I am so aggravated,3,en
saya sangat merasa tidak ada yang peduli padaku,0,id
this truly exceeded all my expectations,5,en
aku sangat tidak suka perilakumu,3,id
I feel so enraged,3,en
I feel so petrified,4,en
kebahagiaan ini sangat luar biasa,1,id
I do not dare to hope for fear of heartbreak,4,en
gue sangat naik darah,3,id
I am jumping with joy,1,en
I am so scared of losing him,4,en
losing you is so heavy for me,0,en
aku tidak pernah selegaan ini,1,id
I feel profoundly sad,0,en
gue sangat susah,0,id
without you I am so lonely,0,en
I feel so deeply frustrated,3,en
I am deeply deeply grieving,0,en
you are everything to me,2,en
di balik senyumku ada kesedihan,0,id
I cannot focus because of the fear,4,en
saya tidak bisa hidup tanpamu,2,id
you keep hurting me,0,en
gue tidak bisa lepas dari rasa takut,4,id
I am so happy,1,en
diriku sangat terpana,5,id
aku cemas sekali,4,id
aku sangat berduka,0,id
saya sangat bersyukur kamu memilihku,2,id
this anxiety haunts me relentlessly,4,en
I am so worried about my safety,4,en
aku sangat mengagumi kekuatanmu,2,id
I feel deeply dejected,0,en
maaf aku tidak bisa jadi yang kamu harapkan,0,id
dukunganmu sangat berarti,1,id
I can barely believe this,5,en
maaf aku selalu mengecewakan kamu,0,id
I feel an inexplicable fear,4,en
hatiku sangat menolak ini,3,id
I feel deeply truly astonished,5,en
hatiku sangat heran,5,id
aku sangat gembira berhasil,1,id
aku sangat terbakar amarah,3,id
aku sangat benci banget,3,id
aku sangat berteriak marah,3,id
I never thought the result would be like this,5,en
kamu hebat,1,id
I am so dumbfounded,5,en
aku sangat menyesal mengabaikanmu,0,id
saya sangat bahagia bersamamu,2,id
I keep crying again,0,en
you are so wonderful,1,en
hatiku sudah menyerah,0,id
I am scared of losing everything,4,en
aku ini benar benar mengejutkan,5,id
my soul is broken,0,en
you are my reason to smile,2,en
aku sangat takut kehilangan semua yang kumiliki,4,id
aku tidak akan diam saja menghadapi ketidakadilan ini,3,id
diriku terus menangis,0,id
kebahagiaan ini sangat nyata,1,id
aku tidak ada harapan,0,id
saya kehilangan segalanya,0,id
gue merasa sangat bebas,1,id
I feel so shattered right now,0,en
I do not deserve forgiveness,0,en
maaf aku sudah bikin kamu bingung,0,id
aku sangat tidak menyangka berhasil,5,id
aku sangat takut gagal,4,id
gue sangat khawatir,4,id
diriku sangat memerlukanmu,2,id
this completely surprised me,5,en
aku sangat menikmati musik ini,1,id
I never thought you would hurt me like this,0,en
hatiku sangat kreatif,1,id
I am so angry for always being dismissed,3,en
hatiku sangat panic attack,4,id
gue sangat ragu dan cemas,4,id
aku sangat bersyukur masih hidup,1,id
gue sangat menantikan kehadiranmu,2,id
I am deeply completely shocked,5,en
aku menangis lagi,0,id
diperlakukan seperti ini sangat menyakitkan,0,id
aku sangat benci,3,id
aku sangat tidak menyangka keputusan ini,5,id
I am sad,0,en
saya sangat marah karena diremehkan,3,id
gue sangat tidak bisa berhenti menangis,0,id
I am lost without you,2,en
hatiku sangat tidak setuju,3,id
aku hanya peduli padamu,2,id
saya sangat merasakan firasat buruk,4,id
saya sangat kesepian,0,id
saya sangat lemas karena takut,4,id
I am in a state of pure bliss,1,en
I feel so lost inside,0,en
aku nelangsa sekali,0,id
I am outraged,3,en
I feel so taken aback,5,en
hatiku sangat cemas,4,id
you are my priority,2,en
I feel deeply completely broken,0,en
rasa takut ini sangat menghantuiku,4,id
aku tidak ada harapan lagi,0,id
I am always on edge,4,en
I am full of happiness,1,en
aku kecemasan ini sangat menguras energiku,4,id
dia mengkhianatiku,0,id
I am enjoying this vacation,1,en
I am so joyful,1,en
gue sangat senang karena semua rencana berjalan mulus,1,id
hatiku sangat berterima kasih,1,id
gue sangat tidak sanggup menanggung kesedihan ini,0,id
diriku sangat suka kehadiranmu,2,id
I froze in shock,5,en
kamu sangat tidak tahu diri,3,id
I am so sorry,0,en
gue sangat tidak menduga perjalanan hidup bisa seindah ini,5,id
gue sangat cemas dengan kesehatan,4,id
ini kejutan yang sangat luar biasa,5,id
saya sangat melongo,5,id
diriku tidak pernah bermimpi ini terjadi,5,id
saya selalu mendoakanmu,2,id
I live in constant fear,4,en
I feel trapped in sadness,0,en
kamu luar biasa hebatnya,1,id
aku sangat tertawa bahagia,1,id
gue sangat merasa beruntung bisa mengenalmu,2,id
kenapa kamu mengabaikanku,0,id
you are truly great,1,en
I feel absolutely stunned,5,en
aku menyesal sudah melakukan itu,0,id
hatiku sangat merasa diberkahi,1,id
I am so livid,3,en
aku sangat kecewa dengan perlakuanmu,0,id
aku sangat gemetar karena takut,4,id
I am proud of you,1,en
I am already angry at you,3,en
I feel so broken,0,en
gue sangat merindukanmu,2,id
aku sangat ragu dan cemas,4,id
I am deeply cheerful,1,en
I am so relieved,1,en
kamu sangat tulus,1,id
saya sangat cemas memikirkan semua kemungkinan buruk,4,id
I am so full of joy,1,en
I feel unworthy of love,0,en
saya sangat yakin kita ditakdirkan bersama,2,id
saya sangat bersyukur cintaku disambut olehmu,2,id
I am deeply scared,4,en
saya sangat senang karena bisa membahagiakan orang lain,1,id
I am deeply uneasy,4,en
aku sangat tersulut emosinya,3,id
aku sangat terluka oleh sikapnya,0,id
gue sangat lelah batin,0,id
saya tidak ada harapan lagi,0,id
gue ketakutan ini sangat nyata dan sangat dalam,4,id
aku sangat merasa diberkahi,1,id
I am shocked and so glad,5,en
aku sangat senang bersamamu,2,id
I feel so horrified,4,en
I will always love you as you are,2,en
thank you for caring,1,en
terima kasih sudah membantuku,1,id
aku sudah sangat muak dengan semua omong kosong ini,3,id
aku mengalami serangan panik,4,id
hatiku sangat sedih,0,id
saya merasa hampa,0,id
hatiku sangat kesal,3,id
gue sangat ketakutan,4,id
my soul is heavy with grief,0,en
gue sangat layu,0,id
aku cemas banget,4,id
aku sangat tertekan,0,id
aku merasa sangat beruntung,1,id
kamu pengertian banget,1,id
aku sukses,1,id
I absolutely cannot accept this,3,en
I feel so sad,0,en
I have lost the will to live,0,en
aku sangat tidak menduga semua doa itu dikabulkan,5,id
I feel so worthless,0,en
gue sangat rapuh,0,id
I am traumatized by that experience,4,en
with you everything makes sense,2,en
this was unimaginable,5,en
gue sangat senang karena bisa membahagiakan orang lain,1,id
gue kejutan ini sangat tidak terduga namun sangat indah,5,id
saya sangat menolak ini,3,id
aku sudah tidak bisa memaafkan,3,id
aku sangat terluka dengan perkataanmu,0,id
fear never leaves me,4,en
I feel so hollow,0,en
gue sangat terpancing marah,3,id
aku sangat memujamu,2,id
aku tidak mau lagi diam ketika diperlakukan buruk,3,id
your presence makes me happy,1,en
I cannot forget him,0,en
I am so happy today,1,en
I am so truly astonished,5,en
gue sangat tidak menduga bisa melewati semua rintangan ini,5,id
this truly startled me completely,5,en
aku merasa sangat terpinggirkan,0,id
I am so nervous,4,en
I miss the sound of your laughter,2,en
saya sangat tertegun,5,id
I am sorry I hurt you,0,en
I am so frustrated with this situation,3,en
aku tidak semangat,0,id
diriku sangat speechless,5,id
hatiku sangat bangga,1,id
I love your laughter,2,en
I appreciate your presence in my life,2,en
gue tidak sabar menunggu,1,id
you make me so angry,3,en
gue mencintaimu apa adanya,2,id
gue sangat bersyukur bisa merasakan kebahagiaan ini,1,id
diriku merasa sangat dipermainkan,3,id
you shattered my trust,0,en
I am so enraged,3,en
you are so mean,0,en
saya sangat khawatir,4,id
I feel deeply confident,1,en
gue sangat nervous,4,id
kamu selalu mendukungku,1,id
saya sangat merasa melakukan hal yang tepat,1,id
this worry consumes me,4,en
I am so angry for never being understood,3,en
gue sangat tidak mau lagi diam saja ketika disakiti,3,id
I am deeply utterly broken,0,en
diriku hancur hati,0,id
saya sangat merasa hidup ini sangat layak disyukuri,1,id
I feel deeply overwhelmingly surprised,5,en
you make me so sick,3,en
I feel so truly astonished,5,en
aku sangat marah dengan ketidakadilan ini,3,id
hatiku sangat bersyukur memilikimu,2,id
I am deeply panicked,4,en
aku sangat riang,1,id
kehadiranmu sangat menyenangkan,1,id
gue tidak ada harapan lagi,0,id
hatiku sangat menderita,0,id
aku sangat rindu kehadiranmu,2,id
aku sangat bersyukur sehat,1,id
nobody understands my pain,0,en
aku sangat takut kehilangan pekerjaanku,4,id
I feel so energized right now,1,en
I feel deeply sad,0,en
aku sangat sakit hati,0,id
I am so happy you are doing well,1,en
I am so anxious,4,en
aku sangat terkejut banget,5,id
I feel so irritated,3,en
I am so sorrowful,0,en
diriku sangat tidak setuju,3,id
aku sangat takut bahwa aku tidak akan pernah cukup baik,4,id
I am so grateful,1,en
maaf deh,0,id
aku sangat menikmati setiap detiknya,1,id
saya sangat puas,1,id
I hurt so deeply,0,en
diriku sangat meradang,3,id
gue sangat menikmati ini,1,id
hatiku tidak bisa lepas dari rasa takut,4,id
saya sangat merasa ada di tempat yang tepat,1,id
I love you truly,2,en
I feel deeply anxious,4,en
saya sangat tidak bisa tertawa walaupun ingin,0,id
kamu membuat aku tersenyum,1,id
saya sangat penuh energi,1,id
saya sangat lega,1,id
aku sudah sangat muak menelan semua sakit hati sendirian,3,id
saya sangat menghargai momen ini,1,id
I am so motivated,1,en
diriku merasa sangat diinjak harga dirinya,3,id
I feel so astonished,5,en
I have goosebumps,4,en
I love my family deeply,2,en
diriku sangat bersyukur memilikimu,2,id
hatiku sangat excited,1,id
your presence is so comforting,1,en
I am deeply frightened,4,en
aku sangat cemas karena masa depan terasa sangat tidak pasti,4,id
aku sangat kaget sekali,5,id
I feel completely invisible,0,en
I am so motivated after this,1,en
aku sangat marah karena sudah terlalu banyak berkorban namun tidak dihargai,3,id
I am deeply wounded,0,en
I am disgusted by your attitude,3,en
my rage is overflowing,3,en
maaf sudah bikin kamu bingung,0,id
hatiku rela berkorban untukmu,2,id
gue merasa sangat dipermainkan,3,id
I miss those times so much,0,en
I feel deeply terrified,4,en
aku sangat tidak menyangka menang,5,id
I am so blown away,5,en
I feel so unimportant,0,en
aku sangat bersyukur,1,id
aku sangat senang bisa bertemu,1,id
why did you leave me,0,en
I am enjoying this music so much,1,en
I am deeply melancholic,0,en
I am so scared to face this challenge,4,en
aku sangat tidak menyangka ternyata begini,5,id
I feel deeply aggravated,3,en
gue kehilangan harapan,0,id
I carry so much pain,0,en
kamu berbohong padaku,0,id
maaf aku bikin kamu susah,0,id
aku tidak seharusnya meninggalkanmu,0,id
kamu ada perasaan sama aku,1,id
I feel so full of rage,3,en
aku sangat mengagumi caramu mencintaiku,2,id
I am so crushed,0,en
I feel so frightened,4,en
I feel like a failure,0,en
I cannot accept my opinions being constantly ignored,3,en
aku takut banget,4,id
aku kehilangan semua harapan,0,id
kamu menyakiti aku terus,0,id
maaf aku sudah kasar padamu,0,id
I never thought you would do this for me,5,en
aku sangat susah percaya,5,id
I have such a strong bad feeling,4,en
I am torn apart inside,0,en
you are so talented,1,en
